SCG ID,Component,Title,Implementation Priority,Bridging SCF Controls,Mapped Framework Controls
automation-9.activity-log,Automation,Retain the VCF Automation activity log for the audit window and keep debug output disabled.,P1,"CFG-03, MON-10","1.2.5, 1.2.6, 1.4, 1.4.1, 1.4.2, 2.2.4, 10.5, 10.5.1"
automation-9.oidc-settings,Automation,Bound VCF Automation OIDC token lifetimes and keep redirect targets HTTPS-only.,P1,"CRY-03, IAC-10","4.2, 4.2.1, 4.2.1.2, 8.2.4, 8.3, 8.3.1, 8.3.2, 8.3.3, 8.3.5, 8.3.7, 8.3.9, 8.3.10.1, 8.3.11, 8.6.3, A2.1, A2.1.1, A2.1.2"
automation-9.timeouts,Automation,Limit the VCF Automation API token lifetime.,P1,IAC-10,"8.2.4, 8.3, 8.3.1, 8.3.3, 8.3.5, 8.3.7, 8.3.9, 8.3.10.1, 8.3.11, 8.6.3"
esx-9.account-lockout-duration,ESX,The ESX host must enforce an unlock timeout.,P2,IAC-22,8.3.4
esx-9.account-lockout-max-attempts,ESX,The ESX host must enforce a limit on consecutive invalid logon attempts by a user.,P2,IAC-22,8.3.4
esx-9.account-password-history,ESX,The ESX host must enforce password history for users.,P2,IAC-10.1,"8.3, 8.3.1, 8.3.3, 8.3.5, 8.3.6, 8.3.7, 8.3.9, 8.3.10.1, 8.6.3"
esx-9.ad-admin-group-autoadd,ESX,The ESX host must not automatically grant administrative permissions to Active Directory groups.,P2,"IAC-16, IAC-21","1.3, 3.4, 3.4.2, 7.1, 7.2, 7.2.1, 7.2.2, 7.2.3, 7.2.5, 7.2.6, 7.3, 7.3.1, 7.3.2, 7.3.3, 8.6, 8.6.1"
esx-9.ad-admin-group-name,ESX,"The ESX host must not use the default ""ESX Admins"" Active Directory group.",P0,IAC-10.8,"2.2.2, 2.3.1, 6.5.2"
esx-9.ad-admin-validate-interval,ESX,The ESX host must not disable validation of users and groups.,P2,IAC-17,"7.2.4, 7.2.5.1, A3.4.1"
esx-9.api-soap-timeout,ESX,The ESX host must configure a session timeout for the vSphere API.,P1,IAC-25,8.2.8
esx-9.ceip-disable,ESX,Disable the ESX Customer Experience Improvement Program.,P1,CFG-03,"1.2.5, 1.2.6, 1.4, 1.4.1, 1.4.2, 2.2.4"
esx-9.cpu-hyperthread-warning,ESX,The ESX host must not suppress warnings about unmitigated hyperthreading vulnerabilities.,P2,MON-01.4,"10.2, 10.4, 10.4.1, 10.4.1.1, 10.4.3, 10.7, 10.7.1, 10.7.2, 10.7.3"
esx-9.dcui-timeout,ESX,Set a timeout to automatically terminate idle DCUI sessions on the ESX host.,P2,IAC-25,8.2.8
esx-9.deactivate-mob,ESX,The ESX Managed Object Browser (MOB) must be disabled.,P2,CFG-03,"1.2.5, 1.2.6, 1.4, 1.4.1, 1.4.2, 2.2.4"
esx-9.deactivate-shell,ESX,The ESX Shell must be disabled.,P2,CFG-03,"1.2.5, 1.2.6, 1.4, 1.4.1, 1.4.2, 2.2.4"
esx-9.disable-accounts-dcui,ESX,The ESX host must disable shell access for the dcui account.,P0,IAC-15.7,"8.6, 8.6.1"
esx-9.entropy,ESX,The ESX host must use sufficient entropy for cryptographic operations.,P2,CRY-01,"2.2.7, 3.3.2, 8.3.2, 12.3.3"
esx-9.firewall-incoming-default,ESX,The ESX host must configure the firewall to block network traffic by default.,P2,NET-04.1,"1.3, 1.3.1, 1.3.2, 1.3.3, 1.4.2"
esx-9.firewall-restrict-access,ESX,Configure the ESX host firewall to only allow traffic from authorized networks.,P0,"END-05, NET-04.1","1.3, 1.3.1, 1.3.2, 1.3.3, 1.4.2, 1.5.1"
esx-9.forensic-snapshots,ESX,Leave forensic memory snapshots disabled except on hosts used for deliberate memory capture.,P2,CFG-03,"1.2.5, 1.2.6, 1.4, 1.4.1, 1.4.2, 2.2.4"
esx-9.hardware-cpu-amd-cc,ESX,"Enable AMD SEV-ES and SEV-SNP in system firmware where available, and size the SEV ASID pool appropriately.",P1,CRY-01,"2.2.7, 3.3.2, 8.3.2, 12.3.3"
esx-9.hardware-cpu-intel-cc,ESX,Enable Intel SGX and TDX in system firmware where available.,P1,CRY-01,"2.2.7, 3.3.2, 8.3.2, 12.3.3"
esx-9.hardware-firmware-updates,ESX,"Ensure all system and device firmware is auditable, authentic, and up to date.",P0,VPM-05,6.3.3
esx-9.hardware-management-config-lock,ESX,Lock the hardware management controller configuration after provisioning.,P1,CHG-04,1.2.8
esx-9.hardware-management-log-forwarding,ESX,Forward hardware management controller logs to a central log server.,P0,"MON-02, MON-02.2","10.3.3, 10.4, 10.4.1, 10.4.1.1"
esx-9.hardware-management-security,ESX,Harden integrated hardware management controllers.,P0,"CFG-03, IAC-10.8","1.2.5, 1.2.6, 1.4, 1.4.1, 1.4.2, 2.2.2, 2.2.4, 2.3.1, 6.5.2"
esx-9.hardware-management-time,ESX,Synchronize hardware management controller time with organizational reference sources.,P0,"MON-07.1, SEA-20","10.6, 10.6.1, 10.6.2, 10.6.3"
esx-9.hardware-ports,ESX,Disable or physically protect unused external server ports.,P1,CFG-03,"1.2.5, 1.2.6, 1.4, 1.4.1, 1.4.2, 2.2.4"
esx-9.hardware-tpm,ESX,Install and enable a TPM 2.0 on each ESX host.,P0,CRY-09,"3.5.1.1, 3.6, 3.6.1, 3.6.1.1, 3.6.1.2, 3.6.1.3, 3.6.1.4, 3.7, 3.7.1, 3.7.2, 3.7.3, 3.7.4, 3.7.5, 3.7.6, 3.7.7, 4.2.1.1"
esx-9.hardware-virtual-nic,ESX,The ESX host must not enable virtual hardware management network interfaces.,P0,CFG-03,"1.2.5, 1.2.6, 1.4, 1.4.1, 1.4.2, 2.2.4"
esx-9.key-persistence,ESX,Disable Key Persistence on ESX hosts that do not have controlled physical access.,"P2, Upon Feature Enablement",CRY-09,"3.5.1.1, 3.6, 3.6.1, 3.6.1.1, 3.6.1.2, 3.6.1.3, 3.6.1.4, 3.7, 3.7.1, 3.7.2, 3.7.3, 3.7.4, 3.7.5, 3.7.6, 3.7.7, 4.2.1.1"
esx-9.lockdown-dcui-access,ESX,Maintain the DCUI.Access list for administrative recovery if Lockdown Mode isolates the host.,P2,IAC-21,"1.3, 3.4, 3.4.2, 7.1, 7.2, 7.2.1, 7.2.2, 7.2.6, 7.3, 7.3.1, 7.3.2, 7.3.3, 8.6, 8.6.1"
esx-9.lockdown-exception-users,ESX,Keep the Lockdown Mode Exception Users list to the minimum necessary.,P2,IAC-21,"1.3, 3.4, 3.4.2, 7.1, 7.2, 7.2.1, 7.2.2, 7.2.6, 7.3, 7.3.1, 7.3.2, 7.3.3, 8.6, 8.6.1"
esx-9.lockdown-mode,ESX,The ESX host must enable Lockdown Mode.,P0,IAC-20,"7.2.1, 7.2.2, 7.2.5, 7.2.6"
esx-9.log-audit-forwarding,ESX,The ESX host must transmit audit records to a remote host.,P0,MON-02,"10.3.3, 10.4, 10.4.1, 10.4.1.1"
esx-9.log-audit-local,ESX,The ESX host must enable audit record logging.,P0,MON-03,"6.4.2, 10.2, 10.2.1, 10.2.1.1, 10.2.1.2, 10.2.1.3, 10.2.1.4, 10.2.1.5, 10.2.1.6, 10.2.1.7, 10.2.2"
esx-9.log-audit-local-capacity,ESX,The ESX host must store audit records for a time period consistent with your records retention policy.,P1,MON-10,"10.5, 10.5.1"
esx-9.log-audit-persistent,ESX,Configure a persistent log location for all locally stored audit records on the ESX host.,P0,"MON-08, MON-10","10.3, 10.3.1, 10.3.2, 10.5, 10.5.1"
esx-9.log-filter,ESX,The ESX host must not enable log filtering.,P2,"MON-03, MON-08","6.4.2, 10.2, 10.2.1, 10.2.1.1, 10.2.1.2, 10.2.1.3, 10.2.1.4, 10.2.1.5, 10.2.1.6, 10.2.1.7, 10.2.2, 10.3, 10.3.1, 10.3.2"
esx-9.log-forwarding,ESX,The ESX host must forward system and audit logs to a remote log collection point.,P0,MON-02,"10.3.3, 10.4, 10.4.1, 10.4.1.1"
esx-9.log-forwarding-tls-ciphers,ESX,The ESX host must verify certificates for TLS remote logging endpoints.,P2,"CRY-03, IAC-10.2","4.2, 4.2.1, 4.2.1.2, 8.3.1, 8.3.2, 8.3.11, A2.1, A2.1.1, A2.1.2"
esx-9.log-forwarding-tls-x509,ESX,The ESX host must use strict x509 verification for TLS-enabled remote logging endpoints.,P0,IAC-10.2,"8.3.1, 8.3.11"
esx-9.log-level,ESX,The ESX host must produce audit records containing information to establish what type of events occurred.,P2,MON-03,"6.4.2, 10.2, 10.2.1, 10.2.1.1, 10.2.1.2, 10.2.1.3, 10.2.1.4, 10.2.1.5, 10.2.1.6, 10.2.1.7, 10.2.2"
esx-9.log-persistent,ESX,Configure a persistent log location for all locally stored logs on the ESX host.,P0,"MON-08, MON-10","10.3, 10.3.1, 10.3.2, 10.5, 10.5.1"
esx-9.memory-tiering-encryption,ESX,The ESX host should encrypt data written to tiered memory devices.,P0,CRY-05,"3.3.2, 3.5, 3.5.1.2, 3.5.1.3, 8.3.2, 9.4"
esx-9.network-bpdu,ESX,Enable the Bridge Protocol Data Unit (BPDU) filter on the ESX host.,P2,NET-04,"1.1, 1.3, 1.3.1, 1.3.2, 1.4.2, 1.4.3"
esx-9.network-dvfilter,ESX,Use of the dvFilter network APIs must be restricted on the ESX host.,P2,"CFG-03, NET-04","1.1, 1.2.5, 1.2.6, 1.3, 1.3.1, 1.3.2, 1.4, 1.4.1, 1.4.2, 1.4.3, 2.2.4"
esx-9.network-rpf-promisc,ESX,The ESX host must perform reverse path forwarding checks on promiscuous mode port groups.,P2,NET-04,"1.1, 1.3, 1.3.1, 1.3.2, 1.4.2, 1.4.3"
esx-9.network-standard-reject-forged-transmit,ESX,Reject forged transmits on standard switches and port groups.,"P0, Upon Feature Enablement",NET-04,"1.1, 1.3, 1.3.1, 1.3.2, 1.4.2, 1.4.3"
esx-9.network-standard-reject-mac-changes,ESX,Reject guest MAC address changes on standard switches and port groups.,"P0, Upon Feature Enablement",NET-04,"1.1, 1.3, 1.3.1, 1.3.2, 1.4.2, 1.4.3"
esx-9.network-standard-reject-promiscuous-mode,ESX,Reject promiscuous mode on standard switches and port groups.,"P2, Upon Feature Enablement",NET-04,"1.1, 1.3, 1.3.1, 1.3.2, 1.4.2, 1.4.3"
esx-9.nfs-traffic-protection,ESX,Protect NFS datastore traffic on the ESX host using encryption or network isolation.,"P1, Upon Feature Enablement","CRY-03, NET-06","1.2.1, 1.2.3, 1.2.4, 1.2.5, 1.2.6, 1.2.7, 1.2.8, 1.3, 1.3.1, 1.3.2, 1.3.3, 1.4.1, 1.4.2, 4.2, 4.2.1, 4.2.1.2, 8.3.2, 11.4.5, 11.4.6, 12.5.2, A1.1.4, A2.1, A2.1.1, A2.1.2, A3.2.1, A3.2.4"
esx-9.password-complexity,ESX,Enforce password complexity on ESX local accounts.,P0,IAC-10.1,"8.3, 8.3.1, 8.3.3, 8.3.5, 8.3.6, 8.3.7, 8.3.9, 8.3.10.1, 8.6.3"
esx-9.password-max-age,ESX,The ESX host must be configured with an appropriate maximum password age.,P2,IAC-10.1,"8.3, 8.3.1, 8.3.3, 8.3.5, 8.3.6, 8.3.7, 8.3.9, 8.3.10.1, 8.6.3"
esx-9.session-timeout,ESX,The ESX Host Client must enforce an idle session timeout.,P2,IAC-25,8.2.8
esx-9.shell-interactive-timeout,ESX,Configure the inactivity timeout to automatically terminate idle ESX host shells.,P0,IAC-25,8.2.8
esx-9.shell-timeout,ESX,Set a timeout to limit how long the ESX Shell and SSH services are allowed to run.,P0,IAC-25,8.2.8
esx-9.shell-warning,ESX,The ESX host must not suppress warnings that the local or remote shell is enabled.,P2,MON-01.4,"10.2, 10.4, 10.4.1, 10.4.1.1, 10.4.3, 10.7, 10.7.1, 10.7.2, 10.7.3"
esx-9.snmp,ESX,The SNMP service on the ESX host must not be configured to start automatically.,P0,CFG-03,"1.2.5, 1.2.6, 1.4, 1.4.1, 1.4.2, 2.2.4"
esx-9.ssh,ESX,The ESX host's SSH service must be deactivated except for temporary diagnostic use.,P2,CFG-03,"1.2.5, 1.2.6, 1.4, 1.4.1, 1.4.2, 2.2.4"
esx-9.supported,ESX,The ESX host must run a build of ESX that has not reached End of General Support.,P2,VPM-04,"6.3.3, 11.3"
esx-9.time,ESX,The ESX host must synchronize its clock with organizational reference sources.,P0,"MON-07.1, SEA-20","10.6, 10.6.1, 10.6.2, 10.6.3"
esx-9.tls-ciphers,ESX,"The ESX host's TLS profile must restrict negotiated ciphers and protocols to a modern, approved set.",P0,"CRY-01.5, CRY-03","4.2, 4.2.1, 4.2.1.2, 8.3.2, 12.3.3, A2.1, A2.1.1, A2.1.2"
esx-9.tpm-configuration,ESX,The ESX host must require TPM-based configuration encryption.,P2,CRY-05,"3.3.2, 3.5, 3.5.1.2, 3.5.1.3, 8.3.2, 9.4"
esx-9.tpm-recovery-key-backup,ESX,The ESX host configuration encryption recovery key must be backed up to a secure off-host location.,"P0, Upon Feature Enablement","CRY-08.1, CRY-09","3.5.1.1, 3.6, 3.6.1, 3.6.1.1, 3.6.1.2, 3.6.1.3, 3.6.1.4, 3.7, 3.7.1, 3.7.2, 3.7.3, 3.7.4, 3.7.5, 3.7.6, 3.7.7, 4.2.1.1"
esx-9.updates,ESX,The ESX host must have all available software updates and patches installed.,P0,VPM-05,6.3.3
esx-9.vmk-storage,ESX,The ESX host must protect the confidentiality and integrity of transmitted storage traffic.,P0,"CRY-03, NET-06","1.2.1, 1.2.3, 1.2.4, 1.2.5, 1.2.6, 1.2.7, 1.2.8, 1.3, 1.3.1, 1.3.2, 1.3.3, 1.4.1, 1.4.2, 4.2, 4.2.1, 4.2.1.2, 8.3.2, 11.4.5, 11.4.6, 12.5.2, A1.1.4, A2.1, A2.1.1, A2.1.2, A3.2.1, A3.2.4"
esx-9.vmk-vmotion,ESX,The ESX host must protect the confidentiality and integrity of transmitted vMotion traffic.,P0,"CRY-03, NET-06","1.2.1, 1.2.3, 1.2.4, 1.2.5, 1.2.6, 1.2.7, 1.2.8, 1.3, 1.3.1, 1.3.2, 1.3.3, 1.4.1, 1.4.2, 4.2, 4.2.1, 4.2.1.2, 8.3.2, 11.4.5, 11.4.6, 12.5.2, A1.1.4, A2.1, A2.1.1, A2.1.2, A3.2.1, A3.2.4"
esx-9.vmotion-encryption-offload,ESX,Accelerate vMotion encryption using available hardware offload on ESX hosts.,P2,CRY-03,"4.2, 4.2.1, 4.2.1.2, 8.3.2, A2.1, A2.1.1, A2.1.2"
fleet-9.access-token,Operations,Limit the maximum lifetime of access tokens.,P0,IAC-10,"8.2.4, 8.3, 8.3.1, 8.3.3, 8.3.5, 8.3.7, 8.3.9, 8.3.10.1, 8.3.11, 8.6.3"
fleet-9.all-users-group,Operations,Do not automatically include all users in role assignments.,P2,IAC-20,"7.2.1, 7.2.2, 7.2.5, 7.2.6"
fleet-9.api-token,Operations,Limit the maximum lifetime of API tokens.,P1,IAC-10,"8.2.4, 8.3, 8.3.1, 8.3.3, 8.3.5, 8.3.7, 8.3.9, 8.3.10.1, 8.3.11, 8.6.3"
fleet-9.jit-inactivity,Operations,Configure an inactivity expiry for Just-In-Time users.,P0,IAC-15.3,8.2.6
fleet-9.password-policy,Operations,Configure a fleet-wide password policy.,P0,"IAC-10.1, IAC-22","8.3, 8.3.1, 8.3.3, 8.3.4, 8.3.5, 8.3.6, 8.3.7, 8.3.9, 8.3.10.1, 8.6.3"
fleet-9.time,Operations,Configure fleet-wide time synchronization.,P0,"MON-07.1, SEA-20","10.6, 10.6.1, 10.6.2, 10.6.3"
guest-9.tools-add-feature,ESX,The guest OS must disable automatic addition of optional VMware Tools features.,P0,CHG-04,1.2.8
guest-9.tools-allow-transforms,ESX,The guest OS must disable MSI transforms in VMware Tools auto-upgrades.,P2,CHG-04,1.2.8
guest-9.tools-deactivate-appinfo,ESX,The guest OS must deactivate Appinfo information gathering unless required.,P0,CFG-03,"1.2.5, 1.2.6, 1.4, 1.4.1, 1.4.2, 2.2.4"
guest-9.tools-deactivate-containerinfo,ESX,The guest OS must deactivate ContainerInfo unless required.,P0,CFG-03,"1.2.5, 1.2.6, 1.4, 1.4.1, 1.4.2, 2.2.4"
guest-9.tools-deactivate-guestoperations,ESX,The guest OS must deactivate Guest Operations unless required.,P1,CFG-03,"1.2.5, 1.2.6, 1.4, 1.4.1, 1.4.2, 2.2.4"
guest-9.tools-deactivate-gueststoreupgrade,ESX,The guest OS must deactivate Guest Store Upgrade operations unless required.,P0,CFG-03,"1.2.5, 1.2.6, 1.4, 1.4.1, 1.4.2, 2.2.4"
guest-9.tools-deactivate-servicediscovery,ESX,The guest OS must deactivate Service Discovery unless required.,P0,CFG-03,"1.2.5, 1.2.6, 1.4, 1.4.1, 1.4.2, 2.2.4"
guest-9.tools-globalconf,ESX,The guest OS must deactivate GlobalConf unless required.,P2,CHG-04,1.2.8
guest-9.tools-log-forwarding,ESX,The guest OS must send VMware Tools logs to the system log service.,P0,MON-02,"10.3.3, 10.4, 10.4.1, 10.4.1.1"
guest-9.tools-logs,ESX,The guest OS must enable VMware Tools logging.,P2,MON-03,"6.4.2, 10.2, 10.2.1, 10.2.1.1, 10.2.1.2, 10.2.1.3, 10.2.1.4, 10.2.1.5, 10.2.1.6, 10.2.1.7, 10.2.2"
guest-9.tools-prevent-recustomization,ESX,The guest OS must prevent re-customization of an already-deployed VM.,P0,CHG-04,1.2.8
guest-9.tools-remove-feature,ESX,The guest OS must disable automatic removal of optional VMware Tools features.,P0,CHG-04,1.2.8
guest-9.tools-updates,ESX,The guest OS must run a current version of VMware Tools.,P0,VPM-05,6.3.3
guest-9.tools-upgrade,ESX,"The guest OS must enable VMware Tools auto-upgrade, or use an equivalent external update path.",P2,VPM-05,6.3.3
installer-9.security,Installer,"The VCF Installer appliance must be removed or powered off after deployment completes, unless it has been converted into the SDDC Manager.",P0,CFG-03,"1.2.5, 1.2.6, 1.4, 1.4.1, 1.4.2, 2.2.4"
networks-9.audit-identity,Operations for Networks,Capture user identity in VCF Operations for Networks audit logs.,P0,MON-03,"6.4.2, 10.2, 10.2.1, 10.2.1.1, 10.2.1.2, 10.2.1.3, 10.2.1.4, 10.2.1.5, 10.2.1.6, 10.2.1.7, 10.2.2"
networks-9.session-timeout,Operations for Networks,VCF Operations for Networks must enforce an idle session timeout.,P0,IAC-25,8.2.8
nsx-9.account-lockout-max-attempts,NSX,NSX Manager must enforce an account lockout after consecutive failed authentication attempts.,P0,IAC-22,8.3.4
nsx-9.api-rate-limits,NSX,Configure NSX Manager API rate and concurrency limits.,P0,NET-03.1,"1.4.2, 11.2.1"
nsx-9.backup,NSX,Configure scheduled backups of NSX Manager.,P0,BCD-11,"9.4.1.1, 9.4.1.2, 12.10.1"
nsx-9.bgp-encryption,NSX,Enable BGP authentication on Tier-0 Gateway peers with a unique password per autonomous system.,"P0, Upon Feature Enablement","CRY-04, NET-09","1.4.1, 3.7.5"
nsx-9.ceip-disable,NSX,Disable the NSX Manager Customer Experience Improvement Program.,P1,CFG-03,"1.2.5, 1.2.6, 1.4, 1.4.1, 1.4.2, 2.2.4"
nsx-9.dhcp-disable,NSX,NSX Tier-0 Gateway must not enable DHCP unless it is required.,P2,CFG-03,"1.2.5, 1.2.6, 1.4, 1.4.1, 1.4.2, 2.2.4"
nsx-9.disable-accounts,NSX,Disable unused NSX Manager local accounts.,P0,IAC-15.7,"8.6, 8.6.1"
nsx-9.ibgp-source-loopback,NSX,Configure Tier-0 Gateway iBGP peering to use the loopback address as the source.,"P0, Upon Feature Enablement",NET-03,"1.3.3, 1.4, 1.4.1, 1.4.2, 11.5.1"
nsx-9.inactive-interfaces,NSX,NSX Tier-0 Gateway must remove inactive interfaces.,P1,CFG-03.1,"1.2.7, 11.6.1, 12.3.1, 12.3.4, 12.4.2, 12.5.2, 12.5.2.1, 12.6.2, 12.6.3"
nsx-9.load-balancer-fips,NSX,Enable FIPS-validated cryptography for NSX load balancers.,P0,"CRY-01, CRY-03","2.2.7, 3.3.2, 4.2, 4.2.1, 4.2.1.2, 8.3.2, 12.3.3, A2.1, A2.1.1, A2.1.2"
nsx-9.log-level,NSX,NSX Manager must set service logging levels to capture audit-relevant events.,P0,MON-03,"6.4.2, 10.2, 10.2.1, 10.2.1.1, 10.2.1.2, 10.2.1.3, 10.2.1.4, 10.2.1.5, 10.2.1.6, 10.2.1.7, 10.2.2"
nsx-9.multicast-disable,NSX,NSX Tier-0 Gateway must disable multicast and PIM where they are not required.,P2,CFG-03,"1.2.5, 1.2.6, 1.4, 1.4.1, 1.4.2, 2.2.4"
nsx-9.ospf-encryption,NSX,NSX Tier-0 Gateway must enable OSPF authentication.,"P0, Upon Feature Enablement","CRY-04, NET-09","1.4.1, 3.7.5"
